# Adapted from https://simplemaps.com/data/world-cities
Castries;14.0167
Traipu;-9.9708
Harīke;31.1661
Ulchin;37.0013
Mataas Na Kahoy;13.9667
Mesyagutovo;55.5322
Tarumirim;-19.2808
Vaucresson;48.8425
Lewe;19.6333
Castleford;53.7160
Mirante da Serra;-11.0297
San Elizario;31.5793
Pacific Grove;36.6188
Leon Valley;29.4954
Luanshya;-13.1333
Józefosław;52.1005
Gucheng;34.4545
Saint-Hyacinthe;45.6167
Mezen;65.8333
Margarita;9.0833
Kabala;9.5833
Eurajoki;61.2000
São Borja;-28.6608
Khem Karan;31.1600
Sauce;-30.0667
Kami;38.5718
Bom Jesus;-9.0739
Matalam;7.0833
Adjohon;6.7000
Boumalne;31.3738
Bandar ‘Abbās;27.1833
Catape;-13.7667
Betton;48.1825
Montclair;40.8253
Mpanda;-6.3500
Chirundu;-16.0500
Sasso Marconi;44.4000
Cholavandān;10.0167
Staunton;38.1593
Bradley;41.1641
La Línea de la Concepción;36.1611
Gogounou;10.8386
Caravaggio;45.4978
Tarbes;43.2300
Ballina;-28.8333
Jalhay;50.5572
Tébessa;35.4000
Pingzhen;24.9439
Gobardhanpur Kanāp;25.0682
Cape Coral;26.6443
Pilar;-26.8700
Pallikondai;12.9167
Strelka;61.8670
Veliko Tarnovo;43.0778
Sidi Bou Ali;35.9561
Wohlen;47.3506
Oliveira;-20.6958
Ampefy;-19.0419
Salzkotten;51.6708
Canton;42.1750
Okahandja;-21.9833
Rounia;25.5179
Ōtaki;35.2852
Jiaojiangcun;28.6804
Isaka;-21.1500
Aç-çahrij;31.8000
Lohfelden;51.2716
Três Cachoeiras;-29.4558
Tulsīpur;27.5500
Mahibadhoo;3.7575
Miajadas;39.1500
Rocky Point;40.9357
Luzzi;39.4500
Anivorano Avaratra;-12.7333
Leirvik;59.7798
East Patchogue;40.7704
Cubulco;15.1083
Liman;38.8733
Jérémie;18.6500
San Andrés de Sotavento;9.1500
Xiancun;23.2374
Talavera;15.5839
Mae Rim;18.9163
Freiburg im Breisgau;47.9950
Keshod;21.3000
Bremerton;47.5436
Pebane;-17.2667
Brumunddal;60.8836
Jeannette;40.3277
Armavir;45.0000
Nepomuceno;-21.2358
Rugby;52.3700
Ihaddadene;31.2000
Sibuco;7.2928
Sabhā;27.0389
Dombāchcheri;9.9604
Sassenheim;52.2258
Gravataí;-29.9333
Inhangapi;-1.4300
Kolokondé;9.9000
Santa Cruz de Bezana;43.4442
Al Jubayl;27.0000
Bayt Lāhyā;31.5539
Igbaras;10.7167
Lakkavaram;17.0628
Candiba;-14.4108
Yauco;18.0344
Khe Sanh;16.6193
Tājūrā’;32.8818
Marhamat;40.5000
Malvar;14.0417
Jinotepe;11.8472
Rāmjībanpur;22.8300
North Merrick;40.6871
Medfield;42.1848
Mahārājpur;25.1040
Kearns;40.6519
Desavilakku;11.6476
Devarāpalle;17.9886
Saratov;51.5333
Gavorrano;42.9250
Brighton;50.8208
Melmadai;9.9264
Mao;14.1194
Międzyrzec Podlaski;51.9833
Amtala;26.1000
San Rafael Petzal;15.4167
Tabernes Blanques;39.5064
Fife;47.2329
Karmah an Nuzul;19.6008
Nakasi;-18.0667
Hitchin;51.9470
Sīwah;29.2000
Kaikoura;-42.4000
Cotuí;19.0600
Sāgar;16.6249
Bad Neuenahr-Ahrweiler;50.5447
Es Senia;35.6478
Sparks;39.5736
Pergine Valsugana;46.0667
Mashiko;36.4673
Mnasra;34.7667
Uvarovo;51.9833
Kiama;-34.6708
Ambohitoaka;-16.0167
Uenohara;35.6302
Tirupparangunram;9.8815
Jingping;39.5189
Lower Makefield;40.2309
Dover;51.1295
Bijelo Polje;43.0400
Stäfa;47.2400
Santa María de Palautordera;41.6953
Vegachí;6.7731
Unterschleißheim;48.2833
Lansdowne;39.9408
Kalyān;19.2502
Greenville;41.8820
Castro;-24.7908
Passos;-20.7189
Troisdorf;50.8161
La Roche-sur-Yon;46.6705
Las Margaritas;16.3667
Tripurāntakam;16.0007
Nyaungdon;17.0461
Ataq;14.5364
Narasingapuram;12.9728
Arles;43.6767
Qaryat al Qī‘ān;32.0167
Puerto de la Cruz;28.4167
Quesada;10.3441
Tengampudūr;8.1158
Ra’s al ‘Ayn;36.8503
Montfermeil;48.9000
Nanaimo;49.1642
Budënnovsk;44.7833
Middleton;43.7113
Zongshizhuang;37.8615
Yunfu;22.9242
Koprivnica;46.1500
Örkelljunga;56.2833
Lázaro Cárdenas;28.3897
Fonds Verrettes;18.3833
Oulad Slim;32.7775
Qingshan;27.3500
Imst;47.2394
Bijiao;22.9311
Balancán;17.8000
Waslala;13.3367
Nyköping;58.7531
San Joaquín;-33.4792
Piombino Dese;45.6067
Landskrona;55.8706
Roskilde;55.6500
Maków Mazowiecki;52.8667
Colton;34.0538
Colotlán;22.1000
Barira;7.4706
Xinji;37.9423
General Mamerto Natividad;15.6030
Comodoro;-13.6593
San Miguel Ixtahuacán;15.2500
Talwandi Bhai;30.8558
Aguilar;37.5167
Port-au-Prince;18.5333
Vimmerby;57.6667
Yapraklı;40.7500
Ocós;14.5138
Hirrīyat Raznah;30.6028
Sidi Abdallah;32.5783
Isbergues;50.6233
Canoas;-29.9200
Belaya Kholunitsa;58.8500
Tambulig;8.0700
Palm City;27.1735
Kōṯah-ye ‘As̲h̲rō;34.4492
Cambé;-23.2758
Kuna;43.4880
Xining;36.6239
Hoeselt;50.8500
Incheon;37.4833
São José do Cedro;-26.4550
